url,price,title
https://www.olx.com.pk/item/chany-moty-9mm-IDV5irX.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 160</strong>",Chany moty 9mm
https://www.olx.com.pk/item/bonsai-beautiful-azalea-seeds-IDWZZAV.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 300</strong>",Bonsai Beautiful Azalea Seeds
https://www.olx.com.pk/item/bonsai-miniature-seeds-indoor-woody-plants-IDWVng6.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 200</strong>",Bonsai Miniature seeds indoor woody plants
https://www.olx.com.pk/item/3t-wapsi-pipe-mf240-IDV4nYy.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 105</strong>",3T. Wapsi pipe MF240
https://www.olx.com.pk/item/lemon-seeds-potted-balcony-IDWVome.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 325</strong>","Lemon seeds, potted balcony"
https://www.olx.com.pk/item/chaff-cutter-cum-advanced-toka-machine-IDWP0Kg.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 30,000</strong>",Chaff cutter cum advanced toka machine
https://www.olx.com.pk/item/ftf01-filter-to-filter-new-model-IDV4obt.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 70</strong>","FTF01, filter to filter new model"
https://www.olx.com.pk/item/bp01-bottle-pipe-new-model-IDV5iQ0.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 90</strong>",BP01. Bottle pipe new model
https://www.olx.com.pk/item/stone-flour-mill-3-ton-milling-with-flour-processing-per-day-IDW4YDO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 40,15,000</strong>",Stone flour mill 3- ton milling with flour processing per day
https://www.olx.com.pk/item/ebr-engine-block-ring-IDV4oNA.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>","EBR, engine block Ring"
https://www.olx.com.pk/item/rotavator-tractor-plough-shaukat-agricultural-industry-IDV5kbq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,20,000</strong>",Rotavator - Tractor Plough - Shaukat Agricultural Industry
https://www.olx.com.pk/item/fiprostar-fipronil-25ec-IDWYL0u.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,000</strong>",Fiprostar (fipronil 25EC)
https://www.olx.com.pk/item/fiprostar25ec-fipronil-IDWRtsq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 3,000</strong>",Fiprostar25EC (FIPRONIL)
https://www.olx.com.pk/item/fiprostar25ec-IDWSaqY.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,500</strong>",Fiprostar25EC
https://www.olx.com.pk/item/drill-machine-heavy-IDWW61f.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 8,800</strong>",Drill machine heavy
https://www.olx.com.pk/item/pp-leno-bags-IDV5l0O.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 13,000</strong>",Pp Leno bags
https://www.olx.com.pk/item/good-rice-good-smell-good-taste-good-every-thing-IDV5l4r.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,670</strong>",Good rice good smell good taste good every thing
https://www.olx.com.pk/item/begonia-tuberhrida-non-stop-mixture-flower-10-seeds-IDV56NZ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 110</strong>",Begonia tuberhrida Non-Stop Mixture Flower (10) Seeds
https://www.olx.com.pk/item/smart-pest-solutions-IDV5liJ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,000</strong>",Smart pest solutions
https://www.olx.com.pk/item/moluccella-laevis-bells-of-ireland-flower-30-seeds-IDV5lBb.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Moluccella laevis Bells of Ireland Flower (30) Seeds
https://www.olx.com.pk/item/h-edge-trimming-machine-IDV5fVs.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 5,000</strong>",H edge trimming machine
https://www.olx.com.pk/item/tds-3-for-water-testing-IDV2Koi.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 549</strong>",Tds 3 for water testing.
https://www.olx.com.pk/item/nemophila-menziesii-prince-gustav-baby-blue-eyes-flower-15-seeds-IDV5mhf.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Nemophila menziesii Prince Gustav Baby Blue Eyes Flower (15) Seeds
https://www.olx.com.pk/item/shakti-submersible-pumps-IDWyHuI.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 8,000</strong>",Shakti submersible pumps
https://www.olx.com.pk/item/wanda-mixer-feed-mixer-machine-IDV5bcW.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60,000</strong>",Wanda mixer feed mixer machine
https://www.olx.com.pk/item/raja-hal-plough-IDV5djN.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 40,000</strong>",Raja hal/ plough
https://www.olx.com.pk/item/laverda-3650-combine-harvester-IDV56VO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 31,00,000</strong>",Laverda 3650 combine harvester
https://www.olx.com.pk/item/submersible-motor-l-10-hp-km6-series-o51-575o571-IDWE2Tc.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60,400</strong>",Submersible Motor l 10 HP KM6 Series - O51-575O571
https://www.olx.com.pk/item/new-holland-8060-1985-model-IDWJpYl.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 34,00,000</strong>",New Holland 8060 1985 model
https://www.olx.com.pk/item/osteospermum-ecklonis-sky-and-ice-flower-20-seeds-IDV52w4.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Osteospermum ecklonis Sky And Ice Flower (20) Seeds
https://www.olx.com.pk/item/petunia-x-hybrida-sophistica-lime-bicolor-flower-5-seeds-IDV534C.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 110</strong>",Petunia x hybrida Sophistica Lime Bicolor Flower (5) Seeds
https://www.olx.com.pk/item/false-ceiling-IDV3A4F.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 55</strong>",False Ceiling
https://www.olx.com.pk/item/new-holland-8070-combine-harvester-IDV54Pv.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 55,00,000</strong>",New Holland 8070 Combine Harvester
https://www.olx.com.pk/item/belcha-and-kyi-IDWZL83.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 499</strong>",Belcha and kyi.
https://www.olx.com.pk/item/new-holland-8050-IDWJpRj.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 24,00,000</strong>",New Holland 8050
https://www.olx.com.pk/item/end-suction-centrifugal-pumps-l-agriculture-pumps-IDWCBkD.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 25,000</strong>",End Suction Centrifugal Pumps l Agriculture Pumps
https://www.olx.com.pk/item/export-quality-mango-IDV56Sv.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 131</strong>",Export quality mango
https://www.olx.com.pk/item/laver-da-3750-for-sale-IDWEggB.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 14,000</strong>",Laver da 3750 for sale
https://www.olx.com.pk/item/solar-energy-for-2-air-conditioners-1-5-ton-each-IDWkCdO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 6,56,000</strong>","Solar Energy for 2 air conditioners, 1.5 ton each"
https://www.olx.com.pk/item/amair-street-model-town-IDV57pU.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 20,000</strong>",Amair Street Model town
https://www.olx.com.pk/item/stainless-steel-submersible-pumps-lowest-price-o33353o2578-IDWjVTB.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 41,600</strong>",Stainless steel submersible pumps lowest price O33353o2578
https://www.olx.com.pk/item/corrugated-mango-boxes-fruit-boxes-IDV57xO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>","Corrugated Mango Boxes, Fruit Boxes"
https://www.olx.com.pk/item/greengold-corn-silage-IDV57OS.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 320</strong>",GreenGold Corn Silage
https://www.olx.com.pk/item/germany-temperature-meter-IDWzVBj.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,050</strong>",Germany temperature meter
https://www.olx.com.pk/item/milk-pasturization-processing-IDV5811.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 7,00,000</strong>",Milk pasturization processing
https://www.olx.com.pk/item/rubber-convyer-belt-IDWG5BS.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 5,000</strong>",Rubber convyer belt
https://www.olx.com.pk/item/avatera-trimestris-rose-mallow-mix-flower-30-seeds-IDV58kN.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Avatera trimestris Rose Mallow Mix Flower (30) Seeds
https://www.olx.com.pk/item/available-in-different-sizes-saffron-bulbs-IDWJc7n.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 55</strong>",Available in Different sizes Saffron Bulbs
https://www.olx.com.pk/item/thrshear-for-sell-IDWX4Aw.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,11,000</strong>",Thrshear For sell
https://www.olx.com.pk/item/alcea-rosea-nigra-jet-black-flower-40-seeds-IDV4ZJC.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 70</strong>",Alcea rosea Nigra Jet Black Flower (40) Seeds
https://www.olx.com.pk/item/antirrhinum-majus-nanum-twinny-yellow-shades-flower-20-seeds-IDV4Yzi.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Antirrhinum majus nanum Twinny Yellow Shades Flower (20) Seeds
https://www.olx.com.pk/item/4-in-1-digital-lcd-display-ph-moisture-sunlight-soil-meter-IDV4Xd5.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,500</strong>",4 In 1 Digital LCD Display PH Moisture Sunlight Soil Meter
https://www.olx.com.pk/item/salvia-coccinea-scarlet-texas-sage-flower-20-seeds-IDV4Xon.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Salvia coccinea Scarlet Texas Sage Flower (20) Seeds
https://www.olx.com.pk/item/gazania-splendens-big-kiss-white-flame-flower-10-seeds-IDV4Yao.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Gazania splendens Big Kiss White Flame Flower (10) Seeds
https://www.olx.com.pk/item/4-in-1-digital-soil-meter-ph-moisture-soil-meters-detector-IDV4Xc3.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,500</strong>",4 In 1 Digital Soil Meter PH Moisture Soil Meters Detector
https://www.olx.com.pk/item/portable-soil-ph-meter-IDV4VVG.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 850</strong>",Portable Soil PH Meter
https://www.olx.com.pk/item/grain-moisture-meter-IDV4VXx.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,000</strong>",Grain Moisture Meter
https://www.olx.com.pk/item/milking-machine-IDW6a7K.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 6,50,000</strong>",Milking machine
https://www.olx.com.pk/item/portulaca-grandiflora-moss-rose-double-flower-mix-100-seeds-IDWGCZJ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Portulaca grandiflora Moss Rose Double Flower Mix (100) Seeds
https://www.olx.com.pk/item/echinacea-purpurea-purple-coneflower-flower-15-seeds-IDWNlWq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Echinacea purpurea Purple Coneflower Flower (15) Seeds
https://www.olx.com.pk/item/malva-sylvestris-zebrina-flower-10-seeds-IDV4V8I.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Malva sylvestris Zebrina Flower (10) Seeds
https://www.olx.com.pk/item/wheat-corn-rice-moisture-test-meter-IDV4X0l.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,000</strong>",Wheat Corn Rice Moisture Test Meter
https://www.olx.com.pk/item/grain-moisture-meter-wheat-corn-rice-IDV4VZ1.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,000</strong>",Grain Moisture Meter wheat corn rice
https://www.olx.com.pk/item/erysimum-cheiri-fair-lady-tall-wallflower-mix-flower-150-seeds-IDV4VVb.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Erysimum cheiri Fair Lady Tall Wallflower Mix Flower (150) Seeds
https://www.olx.com.pk/item/ipomoea-lobata-jungle-queen-flower-5-seeds-IDV4VCs.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Ipomoea lobata Jungle Queen Flower (5) Seeds
https://www.olx.com.pk/item/grain-moisture-meter-humidity-test-IDV4X18.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,000</strong>",Grain Moisture Meter Humidity Test
https://www.olx.com.pk/item/4-in-1-ph-meter-for-soil-IDV4X5M.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,500</strong>",4 in 1 ph meter for soil
https://www.olx.com.pk/item/solenostemon-scutellarioides-coleus-wizard-mix-flower-30-seeds-IDV4XGv.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Solenostemon scutellarioides Coleus Wizard Mix Flower (30) Seeds
https://www.olx.com.pk/item/thrasher-for-sell-IDWSOou.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,10,000</strong>",Thrasher for sell
https://www.olx.com.pk/item/tds-meters-total-dissolved-solids-IDWwJZm.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,299</strong>",TDS Meters (Total Dissolved Solids)
https://www.olx.com.pk/item/digital-lcd-water-quality-purity-filter-tds-meter-tester-0-9999-ppm-IDWt3sn.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 699</strong>",Digital LCD Water Quality Purity Filter TDS Meter Tester 0-9999 PPM
https://www.olx.com.pk/item/gazania-rigens-big-kiss-red-flowers-20-seeds-IDV4XQe.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Gazania rigens Big Kiss Red Flowers (20) Seeds
https://www.olx.com.pk/item/neat-nd-clean-gandum-IDV4Ze8.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,300</strong>",Neat nd clean gandum
https://www.olx.com.pk/item/ammi-majus-bishops-flower-100-seeds-IDV4YLr.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Ammi majus Bishop's Flower (100) Seeds
https://www.olx.com.pk/item/fki-grill-model-gl-9002-imported-from-denmark-IDWQNFf.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 10,00,000</strong>",FKI Grill model GL-9002... imported from denmark
https://www.olx.com.pk/item/gerbera-jamesonii-hybrids-mix-flower-20-seeds-IDV4Z6S.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 65</strong>",Gerbera jamesonii Hybrids Mix Flower (20) Seeds
https://www.olx.com.pk/item/kubota-cumbian-hardvester-IDWV4Ka.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 9,90,000</strong>",Kubota cumbian hardvester
https://www.olx.com.pk/item/soil-ph-meter-moisture-light-sensor-monitor-humidity-detector-plants-IDWHMOu.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,000</strong>",Soil PH Meter Moisture Light Sensor Monitor Humidity Detector Plants
https://www.olx.com.pk/item/laverda-3650-1984-model-IDV4QvZ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 32,00,000</strong>",Laverda 3650 1984 model
https://www.olx.com.pk/item/wheat-2018-crop-IDV4Q3U.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,300</strong>",Wheat 2018 crop
https://www.olx.com.pk/item/1-ton-per-hour-capacity-combined-whole-set-rice-mill-machine-IDWVMu9.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 14,00,000</strong>",1 Ton Per Hour Capacity Combined Whole Set Rice Mill Machine
https://www.olx.com.pk/item/600kg-per-hour-capacity-automatic-mini-rice-mill-machine-with-grinder-IDWVMxk.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 9,00,000</strong>",600Kg Per Hour Capacity Automatic Mini Rice Mill Machine With Grinder
https://www.olx.com.pk/item/harvester-for-sale-IDWR6xe.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 35,00,000</strong>",Harvester for sale
https://www.olx.com.pk/item/zomax-5800-chainsaw-IDWWUwn.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 15,000</strong>",Zomax 5800 Chainsaw
https://www.olx.com.pk/item/electric-korean-chainsaw-IDWA66e.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 8,800</strong>",Electric Korean Chainsaw
https://www.olx.com.pk/item/harvester-20-advance-on-installment-pak-memon-impex-IDV4T6k.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 3,40,000</strong>",Harvester 20%advance On installment (Pak Memon Impex)
https://www.olx.com.pk/item/linum-grandiflorum-flax-charmer-salmon-flower-20-seeds-IDWGN8T.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 85</strong>",Linum grandiflorum Flax Charmer Salmon Flower (20) Seeds
https://www.olx.com.pk/item/commited-pest-repelling-IDWJMHc.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,000</strong>",Commited Pest Repelling
https://www.olx.com.pk/item/antirrhinum-f1-bicolour-floral-showers-flower-20-seeds-IDWGFCs.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Antirrhinum F1 Bicolour Floral Showers Flower (20) Seeds
https://www.olx.com.pk/item/dianthus-carnation-chabaud-dbl-picotee-fantasy-mix-flower-20-seeds-IDWFG1y.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Dianthus Carnation Chabaud Dbl Picotee Fantasy Mix Flower (20) Seeds
https://www.olx.com.pk/item/angelonia-angustifolia-serenita-purple-flower-5-seeds-IDWGED2.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 95</strong>",Angelonia angustifolia Serenita Purple Flower (5) Seeds
https://www.olx.com.pk/item/mirabilis-jalapa-four-oclock-flower-marbles-mix-20-seeds-IDWGuA9.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Mirabilis jalapa Four o'clock Flower Marbles Mix (20) Seeds
https://www.olx.com.pk/item/linum-grandiflorum-var-rubrum-flax-scarlet-flower-20-seeds-IDWGNzg.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 85</strong>",Linum grandiflorum var. rubrum Flax Scarlet Flower (20) Seeds
https://www.olx.com.pk/item/grass-cutter-made-in-denmark-1-year-official-warranty-IDWkhKg.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 9,000</strong>",Grass cutter made in denmark 1 year official warranty
https://www.olx.com.pk/item/california-poppy-mission-bells-mixture-flower-50-seeds-IDWHalY.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",California Poppy Mission Bells Mixture Flower (50) Seeds
https://www.olx.com.pk/item/5-seeds-rs-200-IDWZVhN.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 200</strong>",5 seeds Rs 200
https://www.olx.com.pk/item/papaver-somniferum-paeoni-flowered-fluffy-venus-20-seeds-IDWHgns.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Papaver somniferum paeoni-flowered Fluffy Venus (20) Seeds
https://www.olx.com.pk/item/gardening-gloves-IDV4LZI.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 200</strong>",Gardening gloves
https://www.olx.com.pk/item/lobelia-erinus-riviera-lilac-flower-40-seeds-IDWGLsW.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Lobelia erinus Riviera Lilac Flower (40) Seeds
https://www.olx.com.pk/item/calendula-officinalis-pot-marigold-gitana-fiesta-mix-flower-30-seeds-IDV4D0I.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Calendula officinalis Pot Marigold Gitana Fiesta Mix Flower (30) Seeds
https://www.olx.com.pk/item/nicotiana-alata-affinis-sensation-mix-flower-100-seeds-IDV4xAc.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Nicotiana alata affinis Sensation Mix Flower (100) Seeds
https://www.olx.com.pk/item/pest-2piece-unique-quality-IDWDIFt.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,200</strong>",Pest ( 2piece) Unique Quality
https://www.olx.com.pk/item/ksb-centrifugal-pump-100-160-IDWAP2o.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,65,000</strong>",KSB centrifugal pump 100-160
https://www.olx.com.pk/item/fence-safe-for-security-IDWhymW.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 103</strong>",Fence safe for security
https://www.olx.com.pk/item/fencing-for-security-pvc-galvanised-IDWwrZp.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 200</strong>",Fencing for security pvc galvanised
https://www.olx.com.pk/item/juice-plant-t-pack-IDV4DLi.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 15,00,000</strong>",Juice plant T Pack
https://www.olx.com.pk/item/tagetes-patula-nana-french-marigold-durango-red-flower-20-seeds-IDV4DAO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 90</strong>",Tagetes patula nana French Marigold Durango Red Flower (20) Seeds
https://www.olx.com.pk/item/pvc-pipes-and-tubes-IDWUrQO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 300</strong>",PVC Pipes and tubes
https://www.olx.com.pk/item/silage-baler-80kg-IDV4DZK.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 11,50,000</strong>",Silage Baler 80kg
https://www.olx.com.pk/item/clarkia-unguiculata-elegans-double-flowered-mix-50-seeds-IDV4EhH.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Clarkia unguiculata elegans Double Flowered Mix (50) Seeds
https://www.olx.com.pk/item/thread-coated-pvc-pipes-IDWUsM0.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 315</strong>",Thread coated PVC Pipes
https://www.olx.com.pk/item/celosia-argentea-plumosa-century-pampas-plume-flower-40-seeds-IDWGl3y.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 50</strong>",Celosia argentea plumosa Century Pampas Plume Flower (40) Seeds
https://www.olx.com.pk/item/lobelia-erinus-riviera-blue-eyes-flower-40-seeds-IDV4EFl.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 80</strong>",Lobelia erinus Riviera Blue Eyes Flower (40) Seeds
https://www.olx.com.pk/item/sui-gas-road-near-itfaq-garden-IDWYKre.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 5,500</strong>",Sui gas road near itfaq garden
https://www.olx.com.pk/item/mf-240-2003-4-for-sale-used-for-agri-farming-only-great-condition-IDV4Fpn.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,10,000</strong>","MF 240, 2003-4 for sale. Used for Agri farming only. Great condition,"
https://www.olx.com.pk/item/mitsubishi-mc6000-IDV4FJV.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 22,00,000</strong>",Mitsubishi MC6000
https://www.olx.com.pk/item/combine-iseki-6-super-IDV4G1w.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 23,00,000</strong>",Combine iseki 6 super
https://www.olx.com.pk/item/bom-sapryer-IDV4GwO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,45,000</strong>",Bom sapryer
https://www.olx.com.pk/item/grain-moisture-meter-IDWT7Nq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 12,500</strong>",Grain moisture meter
https://www.olx.com.pk/item/korean-and-american-grass-IDV4GEn.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,000</strong>",Korean and American Grass
https://www.olx.com.pk/item/fresh-and-fertile-eggs-available-in-different-golden-masree-dasee-hens-IDWfXo5.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 240</strong>",Fresh and fertile eggs available in different golden masree dasee Hens
https://www.olx.com.pk/item/hedge-trimmer-petrol-IDV0ctq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 15,500</strong>",Hedge Trimmer Petrol
https://www.olx.com.pk/item/zambia-plant-IDV4xwO.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 10,000</strong>",Zambia Plant.
https://www.olx.com.pk/item/cosmos-double-click-bicolour-pink-flower-15-seeds-IDWH0SZ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 120</strong>",Cosmos Double Click Bicolour Pink Flower (15) Seeds
https://www.olx.com.pk/item/dianthus-x-hybridus-rainbow-loveliness-flower-40-seeds-IDV4xVm.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Dianthus x hybridus Rainbow Loveliness Flower (40) Seeds
https://www.olx.com.pk/item/grain-meter-to-check-moisture-IDV4uKk.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 3,999</strong>",Grain meter to check moisture
https://www.olx.com.pk/item/tractor-mounted-wheat-and-rice-reaper-and-binder-IDWQ6QC.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 5,90,000</strong>",Tractor Mounted Wheat and Rice Reaper and Binder
https://www.olx.com.pk/item/sugarcane-harvester-after-custom-clear-IDWgPwq.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 1,50,00,000</strong>",Sugarcane Harvester after Custom Clear
https://www.olx.com.pk/item/soil-survey-meter-4-in-1-IDV4uRJ.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,499</strong>",Soil survey meter 4 in 1
https://www.olx.com.pk/item/4-in-1-digital-soil-checking-meter-IDV4uTK.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 2,500</strong>",4 IN 1 Digital Soil checking meter
https://www.olx.com.pk/item/geum-avens-mrs-j-bradshaw-flower-40-seeds-IDV4uCB.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Geum avens Mrs J. Bradshaw Flower (40) Seeds
https://www.olx.com.pk/item/sadqa-and-zakat-flour-IDV4wqY.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 220</strong>",Sadqa and zakat( flour )
https://www.olx.com.pk/item/alcea-rosea-ficifolia-hollyhock-antwerp-mix-flower-20-seeds-IDV4wwk.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 75</strong>",Alcea rosea ficifolia Hollyhock Antwerp Mix Flower (20) Seeds
https://www.olx.com.pk/item/myosotis-alpestris-sylvatica-forget-me-not-mix-flower-40-seeds-IDV4uVE.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 60</strong>",Myosotis alpestris sylvatica Forget-Me-Not Mix Flower (40) Seeds
https://www.olx.com.pk/item/agri-farm-used-tractor-for-sale-IDV4vmk.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,10,000</strong>",Agri farm used tractor for sale
https://www.olx.com.pk/item/mf-240-model-2003-for-sale-used-for-agri-farming-only-IDV4vYx.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 4,10,000</strong>","MF 240, Model 2003, for sale. used for Agri farming only"
https://www.olx.com.pk/item/mangoes-for-sale-saroli-sindhri-anwar-ratol-all-variety-available-IDV4xkG.html,"<strong class=""xxxx-large margintop7 block not-arranged"">Rs 750</strong>","Mangoes for sale saroli, sindhri, anwar ratol all variety available"
